source,type,text,image_url,is_promo,is_promotional
amazon,div,"Global Recycled StandardLearn more about Global Recycled StandardGlobal Recycled StandardGlobal Recycled Standard (GRS) certified products contain recycled content that has been independently verified at each stage of the supply chain, from the  source to the final product and meet social, environmental, and chemical requirements. The purchase of Global Recycled  Standard (GRS) certified products supports the use of recycled content in the supply chain. A product must contain at least 50% certified GRS material to qualify for Climate Pledge Friendly.Certification BodyGCL International Ltd.Certification NumberTE-00299544",,True,0
amazon,span,Global Recycled StandardLearn more about Global Recycled Standard,,False,0
amazon,div,Global Recycled Standard,,False,0
amazon,span,Learn more about Global Recycled Standard,,False,0
amazon,div,"Global Recycled StandardGlobal Recycled Standard (GRS) certified products contain recycled content that has been independently verified at each stage of the supply chain, from the  source to the final product and meet social, environmental, and chemical requirements. The purchase of Global Recycled  Standard (GRS) certified products supports the use of recycled content in the supply chain. A product must contain at least 50% certified GRS material to qualify for Climate Pledge Friendly.Certification BodyGCL International Ltd.Certification NumberTE-00299544",,True,0
amazon,div,"Global Recycled Standard (GRS) certified products contain recycled content that has been independently verified at each stage of the supply chain, from the  source to the final product and meet social, environmental, and chemical requirements. The purchase of Global Recycled  Standard (GRS) certified products supports the use of recycled content in the supply chain. A product must contain at least 50% certified GRS material to qualify for Climate Pledge Friendly.",,True,0
amazon,div,Certification Body,,False,0
amazon,div,GCL International Ltd.,,False,0
amazon,div,"Safer chemicalsMade with chemicals safer for human health and the environment.As certified byGlobal Recycled StandardLearn more about Global Recycled StandardGlobal Recycled StandardGlobal Recycled Standard (GRS) certified products contain recycled content that has been independently verified at each stage of the supply chain, from the  source to the final product and meet social, environmental, and chemical requirements. The purchase of Global Recycled  Standard (GRS) certified products supports the use of recycled content in the supply chain. A product must contain at least 50% certified GRS material to qualify for Climate Pledge Friendly.Certification BodyGCL International Ltd.Certification NumberTE-00299544",,True,0
amazon,a,Safer chemicals,,False,0
amazon,div,"Made with chemicals safer for human health and the environment.As certified byGlobal Recycled StandardLearn more about Global Recycled StandardGlobal Recycled StandardGlobal Recycled Standard (GRS) certified products contain recycled content that has been independently verified at each stage of the supply chain, from the  source to the final product and meet social, environmental, and chemical requirements. The purchase of Global Recycled  Standard (GRS) certified products supports the use of recycled content in the supply chain. A product must contain at least 50% certified GRS material to qualify for Climate Pledge Friendly.Certification BodyGCL International Ltd.Certification NumberTE-00299544",,True,0
amazon,div,Made with chemicals safer for human health and the environment.,,False,0
amazon,div,"Worker well-beingManufactured on farms or in facilities that protect the rights and/or health of workers.As certified byGlobal Recycled StandardLearn more about Global Recycled StandardGlobal Recycled StandardGlobal Recycled Standard (GRS) certified products contain recycled content that has been independently verified at each stage of the supply chain, from the  source to the final product and meet social, environmental, and chemical requirements. The purchase of Global Recycled  Standard (GRS) certified products supports the use of recycled content in the supply chain. A product must contain at least 50% certified GRS material to qualify for Climate Pledge Friendly.Certification BodyGCL International Ltd.Certification NumberTE-00299544",,True,0
amazon,a,Worker well-being,,False,0
amazon,div,"Manufactured on farms or in facilities that protect the rights and/or health of workers.As certified byGlobal Recycled StandardLearn more about Global Recycled StandardGlobal Recycled StandardGlobal Recycled Standard (GRS) certified products contain recycled content that has been independently verified at each stage of the supply chain, from the  source to the final product and meet social, environmental, and chemical requirements. The purchase of Global Recycled  Standard (GRS) certified products supports the use of recycled content in the supply chain. A product must contain at least 50% certified GRS material to qualify for Climate Pledge Friendly.Certification BodyGCL International Ltd.Certification NumberTE-00299544",,True,0
amazon,div,Manufactured on farms or in facilities that protect the rights and/or health of workers.,,False,0
amazon,div,No featured offers available$69.99(3 new offers),,True,0
amazon,div,"Wireless Earbuds Bluetooth Headphones 5.3 Stereo 50 Hour Playback Ear Buds with LED Display and with 4 ENC Noise Cancelling Mic Wireless Earphones, for Phone, Tablet, Laptop, Sports, White4.8 out of 5 stars5824K+ bought in past monthSee optionsNo featured offers available$19.99(4 new offers)",,True,0
amazon,div,"Wireless Earbuds Bluetooth Headphones 5.3 Stereo 50 Hour Playback Ear Buds with LED Display and with 4 ENC Noise Cancelling Mic Wireless Earphones, for Phone, Tablet, Laptop, Sports, White",,False,0
amazon,div,4.8 out of 5 stars5824K+ bought in past month,,False,0
amazon,div,4.8 out of 5 stars582,,False,0
amazon,span,4.8 out of 5 stars,,False,0
amazon,div,4K+ bought in past month,,False,0
amazon,div,See optionsNo featured offers available$19.99(4 new offers),,True,0
amazon,div,No featured offers available$19.99(4 new offers),,True,0
amazon,span,(4 new offers),,True,0
amazon,div,"Precision Screwdriver Set, Professional Grade 115 in 1 Magnetic Repair Tool Kit for Electronics, Computer, iPhone, Laptop, Game Console, Watch, Eyeglasses, Modding, and DIY Projects4.3 out of 5 stars1,146400+ bought in past monthSee optionsNo featured offers available$8.98(1 new offer)",,True,1
amazon,div,"Precision Screwdriver Set, Professional Grade 115 in 1 Magnetic Repair Tool Kit for Electronics, Computer, iPhone, Laptop, Game Console, Watch, Eyeglasses, Modding, and DIY Projects",,False,0
amazon,div,"4.3 out of 5 stars1,146400+ bought in past month",,False,0
amazon,div,"4.3 out of 5 stars1,146",,False,0
amazon,div,400+ bought in past month,,False,0
amazon,div,See optionsNo featured offers available$8.98(1 new offer),,True,1
amazon,div,No featured offers available$8.98(1 new offer),,True,1
amazon,div,"Best Sellerin Plug & Play Video GamesNex Playground - The Active Play System for Kids & Families Where Indoor Physical Activity Meets Interactive Family Fun and is Great for Gaming Nights, Parties and PlaydatesESRB Rating: Everyone|Apr 23, 2024|by Nex4.7 out of 5 stars1,77820K+ bought in past monthPlaygroundPrice, product page$199.00$199.00List: $249.00List:$249.00$249.00DeliveryTue, Aug 5Ships to IndiaSmall BusinessSmall BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.Learn moreMore Buying Choices$193.04(5+ used & new offers)",,True,0
amazon,div,Best Sellerin Plug & Play Video Games,,False,0
amazon,span,in Plug & Play Video Games,,False,0
amazon,div,"Nex Playground - The Active Play System for Kids & Families Where Indoor Physical Activity Meets Interactive Family Fun and is Great for Gaming Nights, Parties and PlaydatesESRB Rating: Everyone|Apr 23, 2024|by Nex4.7 out of 5 stars1,77820K+ bought in past monthPlaygroundPrice, product page$199.00$199.00List: $249.00List:$249.00$249.00DeliveryTue, Aug 5Ships to IndiaSmall BusinessSmall BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.Learn moreMore Buying Choices$193.04(5+ used & new offers)",,True,0
amazon,div,"Nex Playground - The Active Play System for Kids & Families Where Indoor Physical Activity Meets Interactive Family Fun and is Great for Gaming Nights, Parties and PlaydatesESRB Rating: Everyone|Apr 23, 2024|by Nex",,False,0
amazon,a,"Nex Playground - The Active Play System for Kids & Families Where Indoor Physical Activity Meets Interactive Family Fun and is Great for Gaming Nights, Parties and Playdates",,False,0
amazon,div,"ESRB Rating: Everyone|Apr 23, 2024|by Nex",,False,0
amazon,span,ESRB Rating: Everyone,,False,0
amazon,span,"Apr 23, 2024",,False,0
amazon,span,by Nex,,False,0
amazon,div,"4.7 out of 5 stars1,77820K+ bought in past month",,False,0
amazon,div,"4.7 out of 5 stars1,778",,False,0
amazon,div,20K+ bought in past month,,False,0
amazon,div,"PlaygroundPrice, product page$199.00$199.00List: $249.00List:$249.00$249.00DeliveryTue, Aug 5Ships to IndiaSmall BusinessSmall BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.Learn moreMore Buying Choices$193.04(5+ used & new offers)",,True,0
amazon,div,"PlaygroundPrice, product page$199.00$199.00List: $249.00List:$249.00$249.00",,False,0
amazon,div,"Price, product page$199.00$199.00List: $249.00List:$249.00$249.00",,False,0
amazon,a,$199.00$199.00List: $249.00List:$249.00$249.00,,False,0
amazon,span,List: $249.00,,False,0
amazon,div,"DeliveryTue, Aug 5Ships to India",,False,0
amazon,div,"DeliveryTue, Aug 5",,False,0
amazon,span,"Tue, Aug 5",,False,0
amazon,div,Small BusinessSmall BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.Learn more,,False,0
amazon,div,Small BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.Learn more,,False,0
amazon,div,Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.Learn more,,False,0
amazon,span,Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.,,False,0
amazon,div,More Buying Choices$193.04(5+ used & new offers),,True,0
amazon,span,(5+ used & new offers),,True,0
amazon,div,"Multi Charging Cable(2Pack 4FT), 3 in 1 Charging Cable Nylon Braided Universal Charger Phone Charger Cord with Type-C,Micro USB,IP Port for iPhone16/15 Series/Phone&Pad-Blue+Gray4.5 out of 5 stars2,238300+ bought in past monthSee optionsNo featured offers available$9.99(1 new offer)",,True,1
amazon,div,"Multi Charging Cable(2Pack 4FT), 3 in 1 Charging Cable Nylon Braided Universal Charger Phone Charger Cord with Type-C,Micro USB,IP Port for iPhone16/15 Series/Phone&Pad-Blue+Gray",,False,0
amazon,div,"4.5 out of 5 stars2,238300+ bought in past month",,False,0
amazon,div,"4.5 out of 5 stars2,238",,False,0
amazon,div,300+ bought in past month,,False,0
amazon,div,"Walker's Razor Slim Ultra Low Profile Compact Design Adjustable Range Shooting Hunting Hearing Protection Electronic Earmuffs#1 Top Rated4.8 out of 5 stars48,6634K+ bought in past monthPrice, product page$42.65$42.65List: $79.99List:$79.99$79.99DeliveryTue, Aug 5Ships to IndiaAdd to cart",,False,0
amazon,div,Walker's Razor Slim Ultra Low Profile Compact Design Adjustable Range Shooting Hunting Hearing Protection Electronic Earmuffs,,False,0
amazon,div,"#1 Top Rated4.8 out of 5 stars48,6634K+ bought in past month",,False,0
amazon,div,#1 Top Rated,,False,0
amazon,div,"4.8 out of 5 stars48,663",,False,0
amazon,div,"Price, product page$42.65$42.65List: $79.99List:$79.99$79.99DeliveryTue, Aug 5Ships to IndiaAdd to cart",,False,0
amazon,div,"Price, product page$42.65$42.65List: $79.99List:$79.99$79.99",,False,0
amazon,a,$42.65$42.65List: $79.99List:$79.99$79.99,,False,0
amazon,span,List: $79.99,,False,0
amazon,div,Related searchesdealselectronics deals of the dayelectronicsdeals of the day clearance primedeal of the daydeal of the day clearance,,True,1
amazon,div,Related searches,,False,0
amazon,div,dealselectronics deals of the dayelectronicsdeals of the day clearance primedeal of the daydeal of the day clearance,,True,1
amazon,div,dealselectronics deals of the day,,True,0
amazon,a,electronics deals of the day,,True,0
amazon,div,electronicsdeals of the day clearance prime,,True,1
amazon,a,deals of the day clearance prime,,True,1
amazon,div,deal of the daydeal of the day clearance,,True,1
amazon,a,deal of the day,,True,1
amazon,a,deal of the day clearance,,True,1
amazon,div,Need help?Visit the help sectionorcontact us,,False,0
amazon,div,Need help?,,False,0
amazon,div,Visit the help sectionorcontact us,,False,0
amazon,a,Visit the help section,,False,0
amazon,a,contact us,,False,0
amazon,div,Go back to filtering menu,,False,0
amazon,div,"Skip to main search resultsNo selected filtersDepartmentElectronicsHeadphones & EarbudsComputers & AccessoriesPower Strips & Surge ProtectorsPortable Cell Phone & MP3 Player Speakers & Audio DocksCell Phone AccessoriesEcho Smart Speakers & DisplaysDeals & DiscountsAll DiscountsToday's DealsPrice$0–$6,900+GoCustomer Reviews4 Stars& UpSellerAmazon.comliuguanghuiiAdoramaDesignSkinzAmazon ResaleAsurion, LLCAmber World WideSee moreConditionNewRenewedUsedBrandsAmazonAppleBeatsDURACELLJBLSamsungNintendoLISENEnergizerRingAnkerHPPHILIPSOne BeatMifasoMetaDJICanonWOLFBOXLenovoREDTIGERTOZOHANYCONYEyoyoHALOBIGASUOKing LuckyGosasaSee moreAll Top BrandsTop BrandsFrom Our BrandsAmazon BrandsColorFeaturesMicrophoneWirelessLightweightDJ StyleFoldablePhone ControlSports & ExerciseTangle-Free CordVolume ControlPremium BrandsPremium BrandsAmazon CertifiedAuto ReplenishmentWorks with AlexaUnit Count123 & aboveNoise ControlSound IsolationActive Noise CancellationNonePassive Noise CancellationAdaptive Noise CancellationHybrid Noise CancellationBattery Charge Time1 to 1.9 h2 to 2.9 h3 h & aboveImpedanceUp to 11 to 1.92 to 2.93 & aboveCable FeatureDetachableRetractableTangle FreeWithout CableConnectivityWiredWirelessCompatibilityLaptopsCellphonesTabletsCar Audio SystemsDesktopsGaming ConsolesMusic Production EquipmentTelevisionMotorcyclesSmart SpeakerSmart WatchTelephonesSee moreInclusionsCableUser ManualEar CushionsAdapterCharging StationEartipHeadbandProtective CaseWireless Charging CaseJack Type2.5 mm Jack3.5 mm Jack6.35 mm JackWater Resistance LevelNot Water ResistantWater RepellentWater ResistantWaterproofSpecific UsesGamingEntertainmentTravelBusinessFitnessProfessionalSchoolSleepingWireless TechnologyBluetoothRFWi-FiInfraredNFCAge RangeKidAdultTeenEarpiece ShapeBudCircleHookOvalRectangleStickUsesGamingCallingRunningAudio MonitoringCyclingDisc Jockey UseExercisingMotorcyclingRecordingSkateboardingSnowboardingSwimmingAudio Driver TypeDynamic DriverBone Conduction DriverBalanced Armature DriverHybrid DriverPiezoelectric DriverPlanar Magnetic DriverControlVolume ControlMedia ControlTouch ControlAlexaApp ControlButton ControlCall ControlGoogle AssistantNoise ControlSiriVoice Control",,True,0
amazon,div,Skip to main search results,,False,0
amazon,div,"No selected filtersDepartmentElectronicsHeadphones & EarbudsComputers & AccessoriesPower Strips & Surge ProtectorsPortable Cell Phone & MP3 Player Speakers & Audio DocksCell Phone AccessoriesEcho Smart Speakers & DisplaysDeals & DiscountsAll DiscountsToday's DealsPrice$0–$6,900+GoCustomer Reviews4 Stars& UpSellerAmazon.comliuguanghuiiAdoramaDesignSkinzAmazon ResaleAsurion, LLCAmber World WideSee moreConditionNewRenewedUsedBrandsAmazonAppleBeatsDURACELLJBLSamsungNintendoLISENEnergizerRingAnkerHPPHILIPSOne BeatMifasoMetaDJICanonWOLFBOXLenovoREDTIGERTOZOHANYCONYEyoyoHALOBIGASUOKing LuckyGosasaSee moreAll Top BrandsTop BrandsFrom Our BrandsAmazon BrandsColorFeaturesMicrophoneWirelessLightweightDJ StyleFoldablePhone ControlSports & ExerciseTangle-Free CordVolume ControlPremium BrandsPremium BrandsAmazon CertifiedAuto ReplenishmentWorks with AlexaUnit Count123 & aboveNoise ControlSound IsolationActive Noise CancellationNonePassive Noise CancellationAdaptive Noise CancellationHybrid Noise CancellationBattery Charge Time1 to 1.9 h2 to 2.9 h3 h & aboveImpedanceUp to 11 to 1.92 to 2.93 & aboveCable FeatureDetachableRetractableTangle FreeWithout CableConnectivityWiredWirelessCompatibilityLaptopsCellphonesTabletsCar Audio SystemsDesktopsGaming ConsolesMusic Production EquipmentTelevisionMotorcyclesSmart SpeakerSmart WatchTelephonesSee moreInclusionsCableUser ManualEar CushionsAdapterCharging StationEartipHeadbandProtective CaseWireless Charging CaseJack Type2.5 mm Jack3.5 mm Jack6.35 mm JackWater Resistance LevelNot Water ResistantWater RepellentWater ResistantWaterproofSpecific UsesGamingEntertainmentTravelBusinessFitnessProfessionalSchoolSleepingWireless TechnologyBluetoothRFWi-FiInfraredNFCAge RangeKidAdultTeenEarpiece ShapeBudCircleHookOvalRectangleStickUsesGamingCallingRunningAudio MonitoringCyclingDisc Jockey UseExercisingMotorcyclingRecordingSkateboardingSnowboardingSwimmingAudio Driver TypeDynamic DriverBone Conduction DriverBalanced Armature DriverHybrid DriverPiezoelectric DriverPlanar Magnetic DriverControlVolume ControlMedia ControlTouch ControlAlexaApp ControlButton ControlCall ControlGoogle AssistantNoise ControlSiriVoice Control",,True,0
amazon,div,No selected filters,,False,0
amazon,div,"DepartmentElectronicsHeadphones & EarbudsComputers & AccessoriesPower Strips & Surge ProtectorsPortable Cell Phone & MP3 Player Speakers & Audio DocksCell Phone AccessoriesEcho Smart Speakers & DisplaysDeals & DiscountsAll DiscountsToday's DealsPrice$0–$6,900+GoCustomer Reviews4 Stars& UpSellerAmazon.comliuguanghuiiAdoramaDesignSkinzAmazon ResaleAsurion, LLCAmber World WideSee moreConditionNewRenewedUsedBrandsAmazonAppleBeatsDURACELLJBLSamsungNintendoLISENEnergizerRingAnkerHPPHILIPSOne BeatMifasoMetaDJICanonWOLFBOXLenovoREDTIGERTOZOHANYCONYEyoyoHALOBIGASUOKing LuckyGosasaSee moreAll Top BrandsTop BrandsFrom Our BrandsAmazon BrandsColorFeaturesMicrophoneWirelessLightweightDJ StyleFoldablePhone ControlSports & ExerciseTangle-Free CordVolume ControlPremium BrandsPremium BrandsAmazon CertifiedAuto ReplenishmentWorks with AlexaUnit Count123 & aboveNoise ControlSound IsolationActive Noise CancellationNonePassive Noise CancellationAdaptive Noise CancellationHybrid Noise CancellationBattery Charge Time1 to 1.9 h2 to 2.9 h3 h & aboveImpedanceUp to 11 to 1.92 to 2.93 & aboveCable FeatureDetachableRetractableTangle FreeWithout CableConnectivityWiredWirelessCompatibilityLaptopsCellphonesTabletsCar Audio SystemsDesktopsGaming ConsolesMusic Production EquipmentTelevisionMotorcyclesSmart SpeakerSmart WatchTelephonesSee moreInclusionsCableUser ManualEar CushionsAdapterCharging StationEartipHeadbandProtective CaseWireless Charging CaseJack Type2.5 mm Jack3.5 mm Jack6.35 mm JackWater Resistance LevelNot Water ResistantWater RepellentWater ResistantWaterproofSpecific UsesGamingEntertainmentTravelBusinessFitnessProfessionalSchoolSleepingWireless TechnologyBluetoothRFWi-FiInfraredNFCAge RangeKidAdultTeenEarpiece ShapeBudCircleHookOvalRectangleStickUsesGamingCallingRunningAudio MonitoringCyclingDisc Jockey UseExercisingMotorcyclingRecordingSkateboardingSnowboardingSwimmingAudio Driver TypeDynamic DriverBone Conduction DriverBalanced Armature DriverHybrid DriverPiezoelectric DriverPlanar Magnetic DriverControlVolume ControlMedia ControlTouch ControlAlexaApp ControlButton ControlCall ControlGoogle AssistantNoise ControlSiriVoice Control",,True,0
amazon,div,DepartmentElectronicsHeadphones & EarbudsComputers & AccessoriesPower Strips & Surge ProtectorsPortable Cell Phone & MP3 Player Speakers & Audio DocksCell Phone AccessoriesEcho Smart Speakers & Displays,,False,0
amazon,span,ElectronicsHeadphones & EarbudsComputers & AccessoriesPower Strips & Surge ProtectorsPortable Cell Phone & MP3 Player Speakers & Audio DocksCell Phone AccessoriesEcho Smart Speakers & Displays,,False,0
amazon,span,ElectronicsHeadphones & EarbudsComputers & AccessoriesPower Strips & Surge ProtectorsPortable Cell Phone & MP3 Player Speakers & Audio Docks,,False,0
amazon,span,Headphones & Earbuds,,False,0
amazon,span,Power Strips & Surge Protectors,,False,0
amazon,span,Portable Cell Phone & MP3 Player Speakers & Audio Docks,,False,0
amazon,span,Cell Phone Accessories,,False,0
amazon,span,Echo Smart Speakers & Displays,,False,0
amazon,div,"Deals & DiscountsAll DiscountsToday's DealsPrice$0–$6,900+Go",,True,0
amazon,div,Deals & Discounts,,True,0
amazon,span,All DiscountsToday's Deals,,True,0
amazon,span,All Discounts,,True,0
amazon,div,Customer Reviews4 Stars& Up,,False,0
amazon,span,4 Stars& Up,,False,0
amazon,span,4 Stars,,False,0
amazon,span,& Up,,False,0
amazon,div,"SellerAmazon.comliuguanghuiiAdoramaDesignSkinzAmazon ResaleAsurion, LLCAmber World WideSee more",,False,0
amazon,span,"Amazon.comliuguanghuiiAdoramaDesignSkinzAmazon ResaleAsurion, LLCAmber World WideSee more",,False,0
amazon,span,"AdoramaDesignSkinzAmazon ResaleAsurion, LLCAmber World WideSee more",,False,0
amazon,div,"AdoramaDesignSkinzAmazon ResaleAsurion, LLCAmber World Wide",,False,0
amazon,span,"Asurion, LLC",,False,0
amazon,span,Amber World Wide,,False,0
amazon,div,BrandsAmazonAppleBeatsDURACELLJBLSamsungNintendoLISENEnergizerRingAnkerHPPHILIPSOne BeatMifasoMetaDJICanonWOLFBOXLenovoREDTIGERTOZOHANYCONYEyoyoHALOBIGASUOKing LuckyGosasaSee moreAll Top BrandsTop Brands,,False,0
amazon,span,AmazonAppleBeatsDURACELLJBLSamsungNintendoLISENEnergizerRingAnkerHPPHILIPSOne BeatMifasoMetaDJICanonWOLFBOXLenovoREDTIGERTOZOHANYCONYEyoyoHALOBIGASUOKing LuckyGosasaSee more,,False,0
amazon,span,LISENEnergizerRingAnkerHPPHILIPSOne BeatMifasoMetaDJICanonWOLFBOXLenovoREDTIGERTOZOHANYCONYEyoyoHALOBIGASUOKing LuckyGosasaSee more,,False,0
amazon,div,LISENEnergizerRingAnkerHPPHILIPSOne BeatMifasoMetaDJICanonWOLFBOXLenovoREDTIGERTOZOHANYCONYEyoyoHALOBIGASUOKing LuckyGosasa,,False,0
amazon,span,One Beat,,False,0
amazon,span,King Lucky,,False,0
amazon,div,All Top Brands,,False,0
amazon,span,Top Brands,,False,0
amazon,div,From Our BrandsAmazon Brands,,False,0
amazon,div,From Our Brands,,False,0
amazon,div,FeaturesMicrophoneWirelessLightweightDJ StyleFoldablePhone ControlSports & ExerciseTangle-Free CordVolume Control,,False,0
amazon,span,MicrophoneWirelessLightweightDJ StyleFoldablePhone ControlSports & ExerciseTangle-Free CordVolume Control,,False,0
amazon,span,DJ Style,,False,0
amazon,span,Phone Control,,False,0
amazon,span,Sports & Exercise,,False,0
amazon,span,Tangle-Free Cord,,False,0
amazon,span,Volume Control,,False,0
amazon,div,Premium BrandsPremium Brands,,False,0
amazon,div,Premium Brands,,False,0
amazon,div,Amazon CertifiedAuto ReplenishmentWorks with Alexa,,False,0
amazon,div,Amazon Certified,,False,0
amazon,span,Auto ReplenishmentWorks with Alexa,,False,0
amazon,span,Auto Replenishment,,False,0
amazon,span,Works with Alexa,,False,0
amazon,div,Unit Count123 & above,,False,0
amazon,div,Unit Count,,False,0
amazon,span,123 & above,,False,0
amazon,span,3 & above,,False,0
amazon,div,Noise ControlSound IsolationActive Noise CancellationNonePassive Noise CancellationAdaptive Noise CancellationHybrid Noise Cancellation,,False,0
amazon,div,Noise Control,,False,0
amazon,span,Sound IsolationActive Noise CancellationNonePassive Noise CancellationAdaptive Noise CancellationHybrid Noise Cancellation,,False,0
amazon,span,Sound Isolation,,False,0
amazon,span,Active Noise Cancellation,,False,0
amazon,span,Passive Noise Cancellation,,False,0
amazon,span,Adaptive Noise Cancellation,,False,0
amazon,span,Hybrid Noise Cancellation,,False,0
amazon,div,Battery Charge Time1 to 1.9 h2 to 2.9 h3 h & above,,False,0
amazon,div,Battery Charge Time,,False,0
amazon,span,1 to 1.9 h2 to 2.9 h3 h & above,,False,0
amazon,span,1 to 1.9 h,,False,0
amazon,span,2 to 2.9 h,,False,0
amazon,span,3 h & above,,False,0
amazon,div,ImpedanceUp to 11 to 1.92 to 2.93 & above,,True,0
amazon,span,Up to 11 to 1.92 to 2.93 & above,,True,0
amazon,span,Up to 1,,True,0
amazon,span,1 to 1.9,,False,0
amazon,span,2 to 2.9,,False,0
amazon,div,Cable FeatureDetachableRetractableTangle FreeWithout Cable,,False,0
amazon,div,Cable Feature,,False,0
amazon,span,DetachableRetractableTangle FreeWithout Cable,,False,0
amazon,span,Tangle Free,,False,0
amazon,span,Without Cable,,False,0
amazon,div,CompatibilityLaptopsCellphonesTabletsCar Audio SystemsDesktopsGaming ConsolesMusic Production EquipmentTelevisionMotorcyclesSmart SpeakerSmart WatchTelephonesSee more,,False,0
amazon,span,LaptopsCellphonesTabletsCar Audio SystemsDesktopsGaming ConsolesMusic Production EquipmentTelevisionMotorcyclesSmart SpeakerSmart WatchTelephonesSee more,,False,0
amazon,span,Car Audio Systems,,False,0
amazon,span,Gaming Consoles,,False,0
amazon,span,Music Production Equipment,,False,0
amazon,span,TelevisionMotorcyclesSmart SpeakerSmart WatchTelephonesSee more,,False,0
amazon,div,TelevisionMotorcyclesSmart SpeakerSmart WatchTelephones,,False,0
amazon,span,Smart Speaker,,False,0
amazon,span,Smart Watch,,False,0
amazon,div,InclusionsCableUser ManualEar CushionsAdapterCharging StationEartipHeadbandProtective CaseWireless Charging Case,,False,0
amazon,span,CableUser ManualEar CushionsAdapterCharging StationEartipHeadbandProtective CaseWireless Charging Case,,False,0
amazon,span,User Manual,,False,0
amazon,span,Ear Cushions,,False,0
amazon,span,Charging Station,,False,0
amazon,span,Protective Case,,False,0
amazon,span,Wireless Charging Case,,False,0
amazon,div,Jack Type2.5 mm Jack3.5 mm Jack6.35 mm Jack,,False,0
amazon,div,Jack Type,,False,0
amazon,span,2.5 mm Jack3.5 mm Jack6.35 mm Jack,,False,0
amazon,span,2.5 mm Jack,,False,0
amazon,span,3.5 mm Jack,,False,0
amazon,span,6.35 mm Jack,,False,0
amazon,div,Water Resistance LevelNot Water ResistantWater RepellentWater ResistantWaterproof,,False,0
amazon,div,Water Resistance Level,,False,0
amazon,span,Not Water ResistantWater RepellentWater ResistantWaterproof,,False,0
amazon,span,Not Water Resistant,,False,0
amazon,span,Water Repellent,,False,0
amazon,span,Water Resistant,,False,0
amazon,div,Specific UsesGamingEntertainmentTravelBusinessFitnessProfessionalSchoolSleeping,,False,0
amazon,div,Specific Uses,,False,0
amazon,div,Wireless TechnologyBluetoothRFWi-FiInfraredNFC,,False,0
amazon,div,Wireless Technology,,False,0
amazon,div,Age RangeKidAdultTeen,,False,0
amazon,div,Age Range,,False,0
amazon,div,Earpiece ShapeBudCircleHookOvalRectangleStick,,False,0
amazon,div,Earpiece Shape,,False,0
amazon,div,UsesGamingCallingRunningAudio MonitoringCyclingDisc Jockey UseExercisingMotorcyclingRecordingSkateboardingSnowboardingSwimming,,False,0
amazon,span,GamingCallingRunningAudio MonitoringCyclingDisc Jockey UseExercisingMotorcyclingRecordingSkateboardingSnowboardingSwimming,,False,0
amazon,span,Audio Monitoring,,False,0
amazon,span,Disc Jockey Use,,False,0
amazon,div,Audio Driver TypeDynamic DriverBone Conduction DriverBalanced Armature DriverHybrid DriverPiezoelectric DriverPlanar Magnetic Driver,,False,0
amazon,div,Audio Driver Type,,False,0
amazon,span,Dynamic DriverBone Conduction DriverBalanced Armature DriverHybrid DriverPiezoelectric DriverPlanar Magnetic Driver,,False,0
amazon,span,Dynamic Driver,,False,0
amazon,span,Bone Conduction Driver,,False,0
amazon,span,Balanced Armature Driver,,False,0
amazon,span,Hybrid Driver,,False,0
amazon,span,Piezoelectric Driver,,False,0
amazon,span,Planar Magnetic Driver,,False,0
amazon,div,ControlVolume ControlMedia ControlTouch ControlAlexaApp ControlButton ControlCall ControlGoogle AssistantNoise ControlSiriVoice Control,,False,0
amazon,span,Volume ControlMedia ControlTouch ControlAlexaApp ControlButton ControlCall ControlGoogle AssistantNoise ControlSiriVoice Control,,False,0
amazon,span,Media Control,,False,0
amazon,span,Touch Control,,False,0
amazon,span,App Control,,False,0
amazon,span,Button Control,,False,0
amazon,span,Call Control,,False,0
amazon,span,Google Assistant,,False,0
amazon,span,Voice Control,,False,0
amazon,image,Echo brand logo,https://m.media-amazon.com/images/G/01/kindle/journeys/3tK3ZGUGrjlHn16z/MTk5YTA2OTct._FMpng_AC_SY50_QL85_CB558826428_.jpg,False,0
amazon,image,"Surge Protector, 5 Outlets Extender with 4 USB Ports(USB C), 3-Side 1680J Power Strip Multi Plug Outlet Expander, USB Wall...",https://m.media-amazon.com/images/I/51ntDrjb-dL._AC_UY218_.jpg,False,0
amazon,image,"HAPPRUN Native 1080P Bluetooth Projector, Full HD Portable Outdoor Movie Projector with Built-in Speaker, Compatible with ...",https://m.media-amazon.com/images/I/71MHnBYHUlL._AC_UY218_.jpg,False,0
